,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
8804,154,田中 貢太郎,48000,雑木林の中,新字旧仮名,,川山隆,門田裕志,公開,2009-09-16,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
8819,154,田中 貢太郎,48002,提灯,新字旧仮名,,川山隆,門田裕志,公開,2009-09-16,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
9004,1383,谷崎 潤一郎,59232,猫と庄造と二人のをんな,新字旧仮名,,砂場清隆,悠悠自炊,公開,2019-07-30,谷崎潤一郎全集　第十八巻,中央公論新社,2016（平成28）年5月10日初版,2016（平成28）年5月10日初版
9063,146,種田 山頭火,749,草木塔,新字旧仮名,,j.utiyama,浜野智,公開,1998-04-10,現代日本文學大系　95　現代句集,筑摩書房,1973（昭和48）年9月25日初版第1刷,
9135,214,田山 花袋,48857,黒猫,新字旧仮名,,特定非営利活動法人はるかぜ,hitsuji,公開,2021-06-29,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
9254,1416,田山 録弥,48858,黒猫,新字旧仮名,,tatsuki,hitsuji,公開,2021-04-15,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
9376,1155,チェーホフ アントン,50220,六号室,新字新仮名,瀬沼 夏葉,阿部哲也,米田,公開,2011-03-02,明治文學全集　82　明治女流文學集（二）,筑摩書房,1989（平成元）年2月20日初版第5刷,1984（昭和59）年2月20日初版第4刷
9410,1540,知里 真志保,52211,えぞおばけ列伝,新字新仮名,知里 真志保、知里 真志保,門田裕志,川山隆,公開,2012-01-01,アイヌ民譚集,岩波文庫、岩波書店,2009（平成21）年7月9日第10刷発行,1993（平成5）年6月16日第7刷
9422,276,知里 幸恵,44909,アイヌ神謡集,新字新仮名,知里 幸恵、知里 幸恵,土屋隆,鈴木厚司,公開,2008-02-22,アイヌ神謡集,岩波文庫、岩波書店,2004（平成16）年2月5日第35刷,2004（平成16）年2月5日第35刷
9491,1179,土田 耕平,45137,峠,新字旧仮名,,川山隆,noriko saito,公開,2013-12-11,日本児童文学大系　第九巻,ほるぷ出版,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷
9546,1029,デカルト ルネ,4730,省察 神の存在、及び人間の霊魂と肉体との区別を論証する、第一哲学についての,旧字旧仮名,三木 清,山下裕嗣,Juki,公開,2016-03-31,省察,岩波文庫、岩波書店,1969（昭和44）年第24刷発行,1977（昭和52）年8月20日第33刷発行
9559,42,寺田 寅彦,49596,雨の上高地,新字新仮名,,川山隆,門田裕志,公開,2009-07-18,山の旅　大正・昭和篇,岩波文庫、岩波書店,2007（平成19）年8月6日第5刷,2007（平成19）年8月6日第5刷
9679,42,寺田 寅彦,2442,写生紀行,新字新仮名,,（株）モモ,かとうかおり,公開,2003-07-14,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年5月15日第80刷,1997（平成9）年12月15日第81刷
10098,678,富永 太郎,55493,無題,新字旧仮名,,村松洋一,川山隆,公開,2014-04-28,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10106,678,富永 太郎,55497,四行詩,新字旧仮名,,村松洋一,川山隆,公開,2014-04-28,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10112,1161,鳥谷部 春汀,48122,明治人物月旦（抄）,新字旧仮名,,Nana ohbe,川山隆,公開,2008-02-21,明治文学全集　92　明治人物論集,筑摩書房,1984（昭和59）年2月20日初版第4刷,1983（昭和58）年10月1日初版第3刷
10206,906,豊島 与志雄,42539,故郷,新字新仮名,,tatsuki,門田裕志,公開,2006-06-09,豊島与志雄著作集　第六巻（随筆・評論・他）,未来社,1967（昭和42）年11月10日第1刷,1967（昭和42）年11月10日第1刷
10222,906,豊島 与志雄,42458,椎の木,新字新仮名,,tatsuki,門田裕志,公開,2009-02-01,豊島与志雄著作集　第三巻（小説Ⅲ,未来社,1966（昭和41）年8月10日第1刷,1966（昭和41）年8月10日第1刷
10236,906,豊島 与志雄,42609,ジャン・クリストフ 02 改訳について,新字新仮名,豊島 与志雄,tatsuki,伊藤時也,公開,2008-03-01,ジャン・クリストフ（一）,岩波文庫、岩波書店,1986（昭和61）年6月16日改版第1刷,2004（平成16）年4月5日第25刷
10248,906,豊島 与志雄,42608,ジャン・クリストフ 13 後記,新字新仮名,豊島 与志雄,tatsuki,伊藤時也,公開,2008-03-23,ジャン・クリストフ（四）,岩波文庫、岩波書店,1986（昭和61）年9月16日改版第1刷,1986（昭和61）年9月16日改版第1刷
10404,906,豊島 与志雄,42536,文学以前,新字新仮名,,tatsuki,門田裕志,公開,2006-06-09,豊島与志雄著作集　第六巻（随筆・評論・他）,未来社,1967（昭和42）年11月10日第1刷,1967（昭和42）年11月10日第1刷
10478,1044,ド・ラ・ラメー マリー・ルイーズ,4880,フランダースの犬,新字新仮名,菊池 寛,大久保ゆう,門田裕志,公開,2003-12-24,小学生全集26,興文社、文芸春秋社,1929（昭和4）年5月23日,1929（昭和4）年5月23日
10621,1341,永井 荷風,50437,畦道,旧字旧仮名,,Ｈ．ＹＡＭ,米田,公開,2010-10-18,葛飾こよみ,毎日新聞社,1956（昭和31）年8月25日初版,1956（昭和31）年8月25日初版
10650,1341,永井 荷風,49642,里の今昔,新字新仮名,,門田裕志,阿部哲也,公開,2010-07-02,荷風随筆集（上）,岩波文庫、岩波書店,2006（平成18）年11月6日第27刷,1993（平成5）年7月5日第13刷
10663,1341,永井 荷風,50448,すみだ川,新字旧仮名,,阿部哲也,米田,公開,2014-09-03,明治の文学　第25巻　永井荷風・谷崎潤一郎,筑摩書房,2001（平成13）年11月20日初版第1刷,2001（平成13）年11月20日初版第1刷
10721,1341,永井 荷風,49670,雪の日,新字新仮名,,門田裕志,阿部哲也,公開,2010-05-09,荷風随筆集（下）〔全2冊〕,岩波文庫、岩波書店,2007（平成19）年7月13日第23刷,1993（平成5）年5月6日第10刷
10813,119,中島 敦,24438,盈虚,新字新仮名,,小林繁雄,多羅尾伴内,公開,2003-07-20,中島敦全集　2,ちくま文庫、筑摩書房,1999（平成11）年10月15日第5刷,2003（平成15）年3月20日第6刷
10817,119,中島 敦,46429,環礁 ――ミクロネシヤ巡島記抄――,新字新仮名,,土屋隆,松永正敏,公開,2007-06-01,山月記・李陵　他九篇,岩波文庫、岩波書店,2003（平成15）年4月15日第15刷,
10819,119,中島 敦,618,狐憑,旧字旧仮名,,圭,木本敦子,公開,1999-09-03,中島敦全集　第一巻,筑摩書房,,
10826,119,中島 敦,623,山月記,旧字旧仮名,,岡島昭浩,小林繁雄,公開,1997-07-07,文學界,,,
10841,119,中島 敦,620,名人伝,旧字旧仮名,,Hitoshi Nagano,j.utiyama,公開,1998-10-26,中島敦全集　第4巻,文治堂書店,,
11061,26,中原 中也,46579,我が生活,新字旧仮名,,土屋隆,noriko saito,公開,2007-01-21,日本の名随筆　別巻65　家出,作品社,1996（平成8）年7月25日第1刷,1996（平成8）年7月25日第1刷
11124,1569,中谷 宇吉郎,53491,アラスカの氷河,新字新仮名,,門田裕志,川山隆,公開,2013-01-09,日本の名随筆33　水,作品社,1996（平成8）年2月29日第15刷,1985（昭和60）年7月25日第1刷
11279,1569,中谷 宇吉郎,53212,真夏の日本海,新字旧仮名,,門田裕志,川山隆,公開,2013-01-30,日本の名随筆56　海,作品社,1999（平成11）年8月25日第10刷,1987（昭和62）年6月25日第1刷
11338,148,夏目 漱石,777,京に着ける夕,新字新仮名,,柴田卓治,大野晋,公開,1999-05-12,夏目漱石全集10,ちくま文庫、筑摩書房,,1996（平成8）年7月15日第5刷
11358,148,夏目 漱石,1749,子規の画,旧字旧仮名,,山田豊,土屋隆,公開,2005-10-11,漱石全集　第十七巻,岩波書店,1979（昭和54）年8月8日第4刷,1957（昭和32）年1月12日第1刷
11372,148,夏目 漱石,1746,それから,新字旧仮名,,野口英司、Godot、oto,小林繁雄、門田裕志,公開,2005-04-30,漱石全集　第六巻,岩波書店,1994（平成6）年5月9日,1994（平成6）年5月9日
11405,148,夏目 漱石,763,変な音,新字新仮名,,柴田卓治,大野晋,公開,1999-05-12,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日第1刷,
11419,148,夏目 漱石,56923,門,旧字旧仮名,,阿部哲也,染川隆俊,公開,2019-01-05,漱石全集　第四卷　三四郎　それから　門,岩波書店,1975（昭和50）年3月10日第2刷,1975（昭和50）年3月10日第2刷
11509,121,新美 南吉,45213,かぶと虫,新字新仮名,,土屋隆,noriko saito,公開,2005-07-31,童話集　ごんぎつね｜最後の胡弓ひき　ほか十四編,講談社文庫、講談社,1988（昭和63）年1月30日第30刷,1990（平成2）年5月15日第33刷
11521,121,新美 南吉,43397,仔牛,旧字旧仮名,,高松理恵美,川向直樹,公開,2005-04-20,校定　新美南吉全集第四巻,大日本図書,1987（昭和62）年2月15日第3刷,1995（平成7）年7月20日第4刷
11533,121,新美 南吉,52231,島,新字旧仮名,,菅野朋子,noriko saito,公開,2011-01-24,日本児童文学大系　第二八巻,ほるぷ出版,1978（昭和53）年11月30日初刷,1978（昭和53）年11月30日初刷
11606,182,西田 幾多郎,3217,世界新秩序の原理,旧字旧仮名,,nns,土屋隆,公開,2004-09-22,西田幾多郎全集　第十二巻,岩波書店,1986（昭和61）年11月25日第4刷, 
11628,718,新渡戸 稲造,46288,教育の目的,旧字旧仮名,,kamille,染川隆俊,公開,2007-02-19,明治文學全集　88　明治宗教文學集（二）,筑摩書房,1983（昭和58）年10月1日初版第2刷,1975（昭和50）年7月30日初版第1刷
11654,1528,日本国 ,474,日本国憲法,新字旧仮名,,j.utiyama,野口英司,公開,1998-09-17,解説世界憲法集第三版　樋口陽一・吉田善明編,三省堂,,
11797,1670,野村 胡堂,54695,銭形平次捕物控 001 金色の処女,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-01-02,錢形平次捕物全集第二十二卷　美少年國,同光社,1954（昭和29）年3月25日,1954（昭和29）年11月20日再版
11799,1670,野村 胡堂,56278,銭形平次捕物控 002 振袖源太,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-01-12,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷 
11801,1670,野村 胡堂,54622,銭形平次捕物控 003 大盗懺悔,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-23,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11806,1670,野村 胡堂,57233,銭形平次捕物控 006 復讐鬼の姿,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-02-01,銭形平次捕物控（九）不死の霊薬,嶋中文庫、嶋中書店,2005（平成17）年1月20日第1刷,2005（平成17）年1月20日第1刷
11808,1670,野村 胡堂,56383,銭形平次捕物控 007 お珊文身調べ,新字新仮名,,特定非営利活動法人はるかぜ,北川松生,公開,2018-02-05,銭形平次捕物控（八）お珊文身調べ,嶋中文庫、嶋中書店,2004（平成16）年12月20日第1刷,2004（平成16）年12月20日第1刷
11810,1670,野村 胡堂,57094,銭形平次捕物控 008 鈴を慕う女,旧字旧仮名,,門田裕志,湖山ルル,公開,2016-11-05,錢形平次捕物全集第十四卷　金の茶釜,同光社磯部書房,1953（昭和28）年9月10日,1953（昭和28）年9月10日
11814,1670,野村 胡堂,57216,銭形平次捕物控 010 七人の花嫁,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-02-27,銭形平次捕物控（九）不死の霊薬,嶋中文庫、嶋中書店,2005（平成17）年1月20日第1刷,2005（平成17）年1月20日第1刷
11816,1670,野村 胡堂,56301,銭形平次捕物控 011 南蛮秘法箋,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2018-03-04,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11821,1670,野村 胡堂,54632,銭形平次捕物控 014 たぬき囃子,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-08,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11823,1670,野村 胡堂,55653,銭形平次捕物控 015 怪伝白い鼠,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-19,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11825,1670,野村 胡堂,54627,銭形平次捕物控 016 人魚の死,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-05,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11833,1670,野村 胡堂,55506,銭形平次捕物控 022 名馬罪あり,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-07,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11835,1670,野村 胡堂,55505,銭形平次捕物控 023 血潮と糠,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-04,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11837,1670,野村 胡堂,54639,銭形平次捕物控 024 平次女難,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-29,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11842,1670,野村 胡堂,57232,銭形平次捕物控 027 幻の民五郎,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2018-05-23,銭形平次捕物控（五）金の鯉,嶋中文庫、嶋中書店,2004（平成16）年9月20日第1刷,2004（平成16）年9月20日第1刷
11844,1670,野村 胡堂,54633,銭形平次捕物控 028 歎きの菩薩,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-14,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11849,1670,野村 胡堂,55649,銭形平次捕物控 031 濡れた千両箱,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-16,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11851,1670,野村 胡堂,55647,銭形平次捕物控 032 路地の足跡,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-13,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11854,1670,野村 胡堂,54615,銭形平次捕物控 034 謎の鍵穴,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-24,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11856,1670,野村 胡堂,54611,銭形平次捕物控 035 傀儡名臣,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-06,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11859,1670,野村 胡堂,54594,銭形平次捕物控 037 人形の誘惑,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-10,錢形平次捕物全集第五卷　蝉丸の香爐,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
11861,1670,野村 胡堂,54603,銭形平次捕物控 038 一枚の文銭,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-21,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11867,1670,野村 胡堂,54605,銭形平次捕物控 042 庚申横町,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-28,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11869,1670,野村 胡堂,54635,銭形平次捕物控 043 和蘭カルタ,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-05,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11872,1670,野村 胡堂,54606,銭形平次捕物控 045 御落胤殺し,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-07-05,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11874,1670,野村 胡堂,54604,銭形平次捕物控 046 双生児の呪,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-07-11,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11878,1670,野村 胡堂,54609,銭形平次捕物控 048 お藤は解く,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-19,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11881,1670,野村 胡堂,54608,銭形平次捕物控 050 碁敵,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-22,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11883,1670,野村 胡堂,54629,銭形平次捕物控 051 迷子札,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-17,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11890,1670,野村 胡堂,54617,銭形平次捕物控 056 地獄から来た男,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-09,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11892,1670,野村 胡堂,56271,銭形平次捕物控 057 死の矢文,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-10-23,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11895,1670,野村 胡堂,54618,銭形平次捕物控 059 酒屋火事,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-12,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11900,1670,野村 胡堂,54625,銭形平次捕物控 062 城の絵図面,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-26,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11902,1670,野村 胡堂,54610,銭形平次捕物控 063 花見の仇討,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-25,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11904,1670,野村 胡堂,55656,銭形平次捕物控 064 九百九十両,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-07-01,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11906,1670,野村 胡堂,54631,銭形平次捕物控 065 結納の行方,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-20,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11911,1670,野村 胡堂,54602,銭形平次捕物控 068 辻斬綺談,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-16,錢形平次捕物全集第五卷　蝉丸の香爐,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
11915,1670,野村 胡堂,54598,銭形平次捕物控 071 平次屠蘇機嫌,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-01,錢形平次捕物全集第五卷　蝉丸の香爐,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
11919,1670,野村 胡堂,54624,銭形平次捕物控 073 黒い巾着,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-17,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11924,1670,野村 胡堂,54612,銭形平次捕物控 076 竹光の殺人,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-30,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11926,1670,野村 胡堂,54630,銭形平次捕物控 077 八五郎の恋,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-23,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11928,1670,野村 胡堂,54620,銭形平次捕物控 078 十手の道,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-20,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11930,1670,野村 胡堂,54636,銭形平次捕物控 079 十七の娘,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-02,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11932,1670,野村 胡堂,54634,銭形平次捕物控 080 捕物仁義,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-11,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11934,1670,野村 胡堂,55511,銭形平次捕物控 081 受難の通人,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-10,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11936,1670,野村 胡堂,55684,銭形平次捕物控 082 お局お六,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-28,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11938,1670,野村 胡堂,56351,銭形平次捕物控 083 鉄砲汁,新字新仮名,,特定非営利活動法人はるかぜ,北川松生,公開,2019-03-28,銭形平次捕物控（八）お珊文身調べ,嶋中文庫、嶋中書店,2004（平成16）年12月20日第1刷,2004（平成16）年12月20日第1刷
11946,1670,野村 胡堂,55681,銭形平次捕物控 090 禁制の賦,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-19,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11948,1670,野村 胡堂,56381,銭形平次捕物控 091 笑い茸,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-04-14,銭形平次捕物控（十）金色の処女,嶋中文庫、嶋中書店,2005（平成17）年2月20日第1刷,2005（平成17）年2月20日第1刷
11957,1670,野村 胡堂,55679,銭形平次捕物控 098 紅筆願文,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-04,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11959,1670,野村 胡堂,55678,銭形平次捕物控 099 お篠姉妹,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-16,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11963,1670,野村 胡堂,56368,銭形平次捕物控 101 お秀の父,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-06-04,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11965,1670,野村 胡堂,54698,銭形平次捕物控 102 金蔵の行方,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-17,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11967,1670,野村 胡堂,54705,銭形平次捕物控 103 巨盗還る,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-20,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11969,1670,野村 胡堂,54703,銭形平次捕物控 104 活き仏,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-23,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11971,1670,野村 胡堂,54701,銭形平次捕物控 105 刑場の花嫁,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-26,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11973,1670,野村 胡堂,54706,銭形平次捕物控 106 懐ろ鏡,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-29,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11975,1670,野村 胡堂,54702,銭形平次捕物控 107 梅吉殺し,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-02,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11979,1670,野村 胡堂,54677,銭形平次捕物控 109 二人浜路,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-08,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11981,1670,野村 胡堂,54676,銭形平次捕物控 110 十万両の行方,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-10,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11983,1670,野村 胡堂,54674,銭形平次捕物控 111 火遁の術,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-12,錢形平次捕物全集第二十卷　狐の嫁入,同光社磯部書房,1953（昭和28）年11月15日,1953（昭和28）年11月15日
11985,1670,野村 胡堂,56353,銭形平次捕物控 112 狐の嫁入,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-08-27,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
11987,1670,野村 胡堂,56385,銭形平次捕物控 113 北冥の魚,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-09-06,銭形平次捕物控（十二）狐の嫁入,嶋中文庫、嶋中書店,2005（平成17）年6月20日第1刷,2005（平成17）年6月20日第1刷
